29,,,
0,0,-0.000331189,0.014109985
0,1,-0.000259495,0.012575991
0,2,-0.000297706,0.014289153
0,3,-0.000221964,0.011924723
0,4,-0.000253044,0.011405126
0,5,-0.000238859,0.009300589
0,6,-0.00022074,0.009717726
0,7,-0.000218033,0.009665136
1,0,-0.000230839,0.01161016
1,1,-0.000215613,0.01193747
1,2,-0.000237052,0.011092076
1,3,-0.000265654,0.012541009
1,4,-0.000255742,0.010437794
1,5,-0.000260031,0.0097838
1,6,-0.000235685,0.009516109
1,7,-0.000252966,0.009010136
2,0,-0.00024368,0.010981597
2,1,-0.000238258,0.011780501
2,2,-0.000312638,0.011083644
2,3,-0.000282774,0.011868635
2,4,-0.000252756,0.009840283
2,5,-0.000238894,0.011013101
2,6,-0.000273941,0.010780959
2,7,-0.000234159,0.00957812
3,0,-0.000256885,0.011002483
3,1,-0.000299504,0.011223984
3,2,-0.000295786,0.010757755
3,3,-0.0002804,0.011956218
3,4,-0.000271519,0.01113739
3,5,-0.000280066,0.011759693
3,6,-0.000257653,0.012433429
3,7,-0.000331353,0.013591087
4,0,-0.00030191,0.014387662
4,1,-0.000292403,0.011304331
4,2,-0.000273581,0.012053316
4,3,-0.000295579,0.013225943
4,4,-0.000293034,0.012498504
4,5,-0.00030282,0.012659186
4,6,-0.000293384,0.013057305
4,7,-0.000302857,0.012561475
5,0,-0.000280925,0.011750406
5,1,-0.000271609,0.011023133
5,2,-0.000299206,0.011104642
5,3,-0.000272155,0.01141346
5,4,-0.000291743,0.012755513
5,5,-0.000311404,0.012283886
5,6,-0.000310498,0.012674232
5,7,-0.00030768,0.011657044
6,0,-0.00025673,0.01115694
6,1,-0.000254932,0.01079905
6,2,-0.000260224,0.011178574
6,3,-0.000260182,0.011388443
6,4,-0.00033528,0.012399389
6,5,-0.000313766,0.012108823
6,6,-0.000301041,0.011897086
6,7,-0.000294957,0.012089522
7,0,-0.00023081,0.011892525
7,1,-0.000263807,0.011369693
7,2,-0.000272689,0.011581334
7,3,-0.000272004,0.011371601
7,4,-0.000307575,0.01201403
7,5,-0.000306432,0.012269557
7,6,-0.000342138,0.01234376
7,7,-0.000300052,0.013768796
